idx,label,S,U,CCS,T_adv
55,5,0.1400,0.8110,0.1743,100
56,5,0.1600,0.9245,0.1009,100
57,5,0.1800,0.8148,0.1836,100
58,5,0.2000,0.7784,0.2151,100
59,5,0.2200,0.6884,0.2841,100
60,5,0.2400,0.6965,0.2845,100
61,5,0.2600,0.7452,0.2563,100
62,5,0.2800,0.8106,0.2166,100
63,5,0.3000,0.7087,0.2939,100
64,5,0.3200,0.7069,0.3012,500
65,5,0.3400,0.7159,0.3009,500
66,5,0.3400,0.5876,0.3907,500
67,5,0.3200,0.6037,0.3734,500
68,5,0.3000,0.6772,0.3160,500
69,5,0.2800,0.7196,0.2803,100
70,5,0.2600,0.7036,0.2855,100
71,5,0.2400,0.6974,0.2838,100
72,5,0.2200,0.7799,0.2201,100
73,5,0.2000,0.8174,0.1878,100
74,5,0.1800,0.8410,0.1653,100
75,5,0.1600,0.8974,0.1198,100
76,5,0.1400,0.8155,0.1712,100
77,5,0.1200,0.9142,0.0961,100
78,5,0.1000,0.8513,0.1341,100
79,5,0.0800,0.7871,0.1730,100
80,5,0.0600,1.0000,0.0180,100
81,5,0.0400,0.8505,0.1166,100
82,5,0.0200,0.9780,0.0214,100
83,8,0.0000,0.9790,0.0147,100
84,8,0.0200,1.0000,0.0060,100
85,8,0.0400,0.9565,0.0424,100
86,8,0.0600,0.9345,0.0638,100
87,8,0.0800,0.8370,0.1381,100
88,8,0.1000,0.8321,0.1475,100
89,8,0.1200,0.8757,0.1230,100
90,8,0.1400,0.8713,0.1321,100
91,8,0.1600,0.8223,0.1724,100
92,8,0.1800,0.8502,0.1588,100
93,8,0.2000,0.9382,0.1033,100
94,8,0.2200,0.8051,0.2024,100
95,8,0.2400,0.7227,0.2661,100
96,8,0.2600,0.7544,0.2499,100
97,8,0.2800,0.6145,0.3538,500
98,8,0.3000,0.7558,0.2610,100
99,8,0.3200,0.6893,0.3135,500
100,8,0.3400,0.6600,0.3400,500
101,8,0.3600,0.6728,0.3371,500
102,8,0.3800,0.5911,0.4002,500
103,8,0.4000,0.5473,0.4369,500
104,8,0.4200,0.5541,0.4381,500
105,8,0.4400,0.5389,0.4548,500
106,8,0.4600,0.5717,0.4378,500
107,8,0.4800,0.5039,0.4913,500
108,8,0.5000,0.5209,0.4854,500
109,8,0.5200,0.3943,0.5800,500
110,8,0.5400,0.4517,0.5458,500
111,8,0.5600,0.5156,0.5071,500
112,8,0.5600,0.5081,0.5123,500
113,8,0.5400,0.4001,0.5819,500
114,8,0.5200,0.5229,0.4900,500
115,8,0.5000,0.4680,0.5224,500
116,8,0.4800,0.5553,0.4553,500
117,8,0.4600,0.5202,0.4739,500
118,8,0.4400,0.5532,0.4447,500
119,8,0.4200,0.5519,0.4397,500
120,8,0.4000,0.6894,0.3374,500
121,8,0.3800,0.6483,0.3602,500
122,8,0.3600,0.6286,0.3680,500
123,8,0.3400,0.6742,0.3301,500
124,8,0.3200,0.7511,0.2702,100
125,8,0.3000,0.6757,0.3170,500
126,8,0.2800,0.7538,0.2563,100
127,8,0.2600,0.7032,0.2857,100
128,8,0.2400,0.7382,0.2553,100
129,8,0.2200,0.7663,0.2296,100
130,8,0.2000,0.7458,0.2379,100
131,8,0.1800,0.8514,0.1580,100
132,8,0.1600,0.8150,0.1775,100
133,8,0.1400,0.9172,0.1000,100
134,8,0.1200,0.9723,0.0554,100
135,8,0.1000,0.8706,0.1206,100
136,8,0.0800,0.8285,0.1440,100
137,8,0.0600,0.8923,0.0934,100
138,8,0.0400,0.9286,0.0620,100
139,8,0.0200,1.0000,0.0060,100
140,7,0.0000,0.9580,0.0294,100
141,7,0.0200,1.0000,0.0060,100
142,7,0.0400,0.9733,0.0307,100
143,7,0.0600,0.9119,0.0796,100
144,7,0.0800,0.9219,0.0787,100
145,7,0.1000,0.9526,0.0632,100
146,7,0.1200,0.8925,0.1113,100
147,7,0.1400,0.9078,0.1065,100
148,7,0.1600,0.8549,0.1496,100
149,7,0.1800,0.8058,0.1899,100
150,7,0.2000,0.7954,0.2032,100
151,7,0.2200,0.7553,0.2373,100
152,7,0.2400,0.7911,0.2182,100
153,7,0.2600,0.8369,0.1921,100
154,7,0.2800,0.7826,0.2362,100
155,7,0.3000,0.7523,0.2634,100
156,7,0.3200,0.6949,0.3096,500
157,7,0.3400,0.6038,0.3794,500
158,7,0.3600,0.6726,0.3372,500
159,7,0.3800,0.6117,0.3858,500
160,7,0.4000,0.6856,0.3401,500
161,7,0.4200,0.6081,0.4003,500
162,7,0.4400,0.5097,0.4752,500
163,7,0.4600,0.5326,0.4652,500
164,7,0.4800,0.4436,0.5335,500
165,7,0.5000,0.4917,0.5058,500
166,7,0.5200,0.4831,0.5178,500
167,7,0.5400,0.4638,0.5374,500
168,7,0.5600,0.5213,0.5031,500
169,7,0.5800,0.4334,0.5706,500
170,7,0.6000,0.4896,0.5373,500
171,7,0.6200,0.4099,0.5990,500
172,7,0.6400,0.3348,0.6576,500
173,7,0.6600,0.2408,0.7294,2000
174,7,0.6800,0.3462,0.6616,500
175,7,0.7000,0.3024,0.6983,500
176,7,0.7200,0.3023,0.7044,2000
177,7,0.7400,0.2328,0.7590,2000
178,7,0.7600,0.2184,0.7751,2000
179,7,0.7800,0.1608,0.8214,2000
180,7,0.8000,0.2397,0.7722,2000
181,7,0.8200,0.1097,0.8692,2000
182,7,0.8400,0.1317,0.8598,2000
183,7,0.8600,0.2077,0.8126,2000
184,7,0.8800,0.1537,0.8564,2000
185,7,0.9000,0.1042,0.8970,2000
186,7,0.9200,0.1666,0.8593,2000
187,7,0.9400,0.1179,0.8995,2000
188,7,0.9600,0.0196,0.9743,2000
189,7,0.9800,0.0569,0.9542,2000
190,7,1.0000,0.0000,1.0000,2000
191,7,1.0000,0.0000,1.0000,2000
192,7,1.0000,0.0145,0.9898,2000
193,7,1.0000,0.0000,1.0000,2000
194,7,1.0000,0.0000,1.0000,2000
195,7,1.0000,0.0146,0.9898,2000
196,7,1.0000,0.0045,0.9968,2000
197,7,1.0000,0.0000,1.0000,2000
198,7,1.0000,0.0437,0.9694,2000
199,7,1.0000,0.0000,1.0000,2000
200,7,1.0000,0.0424,0.9703,2000
201,7,1.0000,0.0000,1.0000,2000
202,7,1.0000,0.0000,1.0000,2000
203,7,1.0000,0.0709,0.9504,2000
204,7,1.0000,0.0145,0.9898,2000
205,7,1.0000,0.0000,1.0000,2000
206,7,1.0000,0.0000,1.0000,2000
207,7,1.0000,0.0640,0.9552,2000
208,7,1.0000,0.0000,1.0000,2000
209,7,1.0000,0.0000,1.0000,2000
210,7,1.0000,0.0000,1.0000,2000
211,7,1.0000,0.0836,0.9415,2000
212,7,1.0000,0.0548,0.9616,2000
213,7,1.0000,0.0000,1.0000,2000
214,7,1.0000,0.0000,1.0000,2000
215,7,1.0000,0.0702,0.9508,2000
216,7,1.0000,0.0000,1.0000,2000
217,7,1.0000,0.0000,1.0000,2000
218,7,1.0000,0.0438,0.9693,2000
219,7,1.0000,0.0023,0.9984,2000
220,7,1.0000,0.0000,1.0000,2000
221,7,1.0000,0.0000,1.0000,2000
222,7,1.0000,0.0454,0.9682,2000
223,7,1.0000,0.0000,1.0000,2000
224,7,1.0000,0.0000,1.0000,2000
225,7,1.0000,0.0271,0.9810,2000
226,7,1.0000,0.0429,0.9700,2000
227,7,1.0000,0.0550,0.9615,2000
228,7,1.0000,0.0000,1.0000,2000
229,7,1.0000,0.0119,0.9917,2000
230,7,1.0000,0.0000,1.0000,2000
231,7,1.0000,0.0000,1.0000,2000
232,7,1.0000,0.0000,1.0000,2000
233,7,1.0000,0.0168,0.9883,2000
234,7,1.0000,0.0855,0.9402,2000
235,7,1.0000,0.0042,0.9971,2000
236,7,1.0000,0.0438,0.9693,2000
237,7,1.0000,0.0000,1.0000,2000
238,7,1.0000,0.0398,0.9721,2000
239,7,1.0000,0.0157,0.9890,2000
240,7,1.0000,0.0000,1.0000,2000
241,7,1.0000,0.0000,1.0000,2000
242,7,1.0000,0.1152,0.9193,2000
243,7,1.0000,0.0086,0.9940,2000
244,7,1.0000,0.0000,1.0000,2000
245,7,1.0000,0.0472,0.9670,2000
246,7,1.0000,0.0017,0.9988,2000
247,7,1.0000,0.0610,0.9573,2000
248,7,1.0000,0.0000,1.0000,2000
249,7,0.9800,0.0000,0.9940,2000
250,7,0.9600,0.1462,0.8857,2000
251,7,0.9400,0.0000,0.9820,2000
252,7,0.9200,0.1846,0.8468,2000
253,7,0.9000,0.1685,0.8520,2000
254,7,0.8800,0.0906,0.9006,2000
255,7,0.8600,0.1457,0.8560,2000
256,7,0.8400,0.1425,0.8523,2000
257,7,0.8200,0.1536,0.8385,2000
258,7,0.8000,0.2633,0.7557,2000
259,7,0.7800,0.2175,0.7818,2000
260,7,0.7600,0.2066,0.7834,2000
261,7,0.7400,0.3124,0.7033,2000
262,7,0.7200,0.2842,0.7170,2000
263,7,0.7000,0.2304,0.7487,2000
264,7,0.6800,0.2967,0.6963,500
265,7,0.6600,0.2696,0.7093,2000
266,7,0.6400,0.4396,0.5843,500
267,7,0.6200,0.3031,0.6738,500
268,7,0.6000,0.3335,0.6466,500
269,7,0.5800,0.4476,0.5607,500
270,7,0.5600,0.4069,0.5831,500
271,7,0.5400,0.5009,0.5114,500
272,7,0.5200,0.4594,0.5344,500
273,7,0.5000,0.5272,0.4810,500
274,7,0.4800,0.5309,0.4723,500
275,7,0.4600,0.5469,0.4551,500
276,7,0.4400,0.5584,0.4411,500
277,7,0.4200,0.6143,0.3960,500
278,7,0.4000,0.5501,0.4349,500
279,7,0.3800,0.7221,0.3085,500
280,7,0.3600,0.5814,0.4010,500
281,7,0.3400,0.6543,0.3440,500
282,7,0.3200,0.6867,0.3153,500
283,7,0.3000,0.7243,0.2830,100
284,7,0.2800,0.8150,0.2135,100
285,7,0.2600,0.7308,0.2664,100
286,7,0.2400,0.7722,0.2314,100
287,7,0.2200,0.8002,0.2059,100
288,7,0.2000,0.7524,0.2333,100
289,7,0.1800,0.8098,0.1871,100
290,7,0.1600,0.8701,0.1389,100
291,7,0.1400,0.8173,0.1699,100
292,7,0.1200,0.9480,0.0724,100
293,7,0.1000,0.9244,0.0829,100
294,7,0.0800,0.8876,0.1027,100
295,7,0.0600,0.9162,0.0767,100
296,7,0.0400,0.9415,0.0530,100
297,7,0.0200,0.9741,0.0241,100
298,0,0.0000,0.9871,0.0090,100
299,0,0.0200,0.9888,0.0138,100
300,0,0.0400,0.9125,0.0732,100
301,0,0.0600,0.9659,0.0419,100
302,0,0.0800,0.9285,0.0741,100
303,0,0.1000,0.9406,0.0716,100
304,0,0.1200,0.8212,0.1612,100
305,0,0.1400,0.8622,0.1385,100
306,0,0.1600,0.8352,0.1634,100
307,0,0.1800,0.8190,0.1807,100
308,0,0.2000,0.7908,0.2064,100
309,0,0.2200,0.7708,0.2264,100
310,0,0.2400,0.8625,0.1682,100
311,0,0.2600,0.7568,0.2482,100
312,0,0.2800,0.7272,0.2749,100
313,0,0.3000,0.7276,0.2807,100
314,0,0.3200,0.6086,0.3700,500
315,0,0.3400,0.7224,0.2963,100
316,0,0.3600,0.6171,0.3760,500
317,0,0.3800,0.5882,0.4023,500
318,0,0.4000,0.6041,0.3971,500
319,0,0.4200,0.5415,0.4469,500
320,0,0.4400,0.5581,0.4413,500
321,0,0.4600,0.5077,0.4826,500
322,0,0.4800,0.4915,0.4999,500
323,0,0.5000,0.4494,0.5354,500
324,0,0.5200,0.4695,0.5273,500
325,0,0.5400,0.4979,0.5135,500
326,0,0.5600,0.4744,0.5359,500
327,0,0.5800,0.3989,0.5948,500
328,0,0.6000,0.3768,0.6162,500
329,0,0.6200,0.3348,0.6516,500
330,0,0.6400,0.3670,0.6351,500
331,0,0.6600,0.3889,0.6258,500
332,0,0.6800,0.3119,0.6856,500
333,0,0.7000,0.2646,0.7247,2000
334,0,0.7200,0.2459,0.7439,2000
335,0,0.7400,0.2057,0.7780,2000
336,0,0.7600,0.3195,0.7044,2000
337,0,0.7800,0.2655,0.7482,2000
338,0,0.8000,0.1570,0.8301,2000
339,0,0.8200,0.1597,0.8342,2000
340,0,0.8400,0.2028,0.8101,2000
341,0,0.8600,0.0671,0.9110,2000
342,0,0.8800,0.1815,0.8369,2000
343,0,0.9000,0.1142,0.8901,2000
344,0,0.9200,0.0000,0.9760,2000
345,0,0.9400,0.0553,0.9433,2000
346,0,0.9600,0.1697,0.8692,2000
347,0,0.9800,0.0004,0.9937,2000
348,0,1.0000,0.0461,0.9677,2000
349,0,1.0000,0.0000,1.0000,2000
350,0,1.0000,0.0000,1.0000,2000
351,0,1.0000,0.0131,0.9908,2000
352,0,1.0000,0.0000,1.0000,2000
353,0,1.0000,0.0000,1.0000,2000
354,0,1.0000,0.1401,0.9019,2000
355,0,1.0000,0.0000,1.0000,2000
356,0,1.0000,0.0376,0.9736,2000
357,0,1.0000,0.0000,1.0000,2000
358,0,1.0000,0.0000,1.0000,2000
359,0,1.0000,0.0000,1.0000,2000
360,0,1.0000,0.0000,1.0000,2000
361,0,1.0000,0.0000,1.0000,2000
362,0,1.0000,0.0000,1.0000,2000
363,0,1.0000,0.0537,0.9624,2000
364,0,1.0000,0.0000,1.0000,2000
365,0,1.0000,0.0017,0.9988,2000
366,0,1.0000,0.0000,1.0000,2000
367,0,1.0000,0.0000,1.0000,2000
368,0,1.0000,0.0000,1.0000,2000
369,0,1.0000,0.0029,0.9979,2000
370,0,1.0000,0.0000,1.0000,2000
371,0,1.0000,0.0069,0.9952,2000
372,0,1.0000,0.0817,0.9428,2000
373,0,1.0000,0.0000,1.0000,2000
374,0,1.0000,0.0019,0.9987,2000
375,0,1.0000,0.0000,1.0000,2000
376,0,1.0000,0.0668,0.9532,2000
377,0,1.0000,0.0458,0.9680,2000
378,0,1.0000,0.0736,0.9485,2000
379,0,1.0000,0.0986,0.9310,2000
380,0,1.0000,0.0000,1.0000,2000
381,0,1.0000,0.0047,0.9967,2000
382,0,1.0000,0.0000,1.0000,2000
383,0,1.0000,0.0517,0.9638,2000
384,0,1.0000,0.0000,1.0000,2000
385,0,1.0000,0.0330,0.9769,2000
386,0,1.0000,0.0359,0.9749,2000
387,0,1.0000,0.0000,1.0000,2000
388,0,1.0000,0.0223,0.9844,2000
389,0,1.0000,0.0000,1.0000,2000
390,0,1.0000,0.0000,1.0000,2000
391,0,1.0000,0.0190,0.9867,2000
392,0,1.0000,0.0339,0.9763,2000
393,0,1.0000,0.0000,1.0000,2000
394,0,1.0000,0.0000,1.0000,2000
395,0,1.0000,0.0127,0.9911,2000
396,0,1.0000,0.0000,1.0000,2000
397,0,1.0000,0.0000,1.0000,2000
398,0,1.0000,0.0000,1.0000,2000
399,0,1.0000,0.0000,1.0000,2000
400,0,1.0000,0.0277,0.9806,2000
401,0,1.0000,0.0354,0.9752,2000
402,0,1.0000,0.0575,0.9598,2000
403,0,1.0000,0.0000,1.0000,2000
404,0,0.9800,0.0254,0.9763,2000
405,0,0.9600,0.0220,0.9726,2000
406,0,0.9400,0.1013,0.9111,2000
407,0,0.9200,0.1134,0.8966,2000
408,0,0.9000,0.1884,0.8381,2000
409,0,0.8800,0.0273,0.9449,2000
410,0,0.8600,0.1432,0.8577,2000
411,0,0.8400,0.1434,0.8516,2000
412,0,0.8200,0.1597,0.8342,2000
413,0,0.8000,0.1831,0.8118,2000
414,0,0.7800,0.1346,0.8398,2000
415,0,0.7600,0.2187,0.7749,2000
416,0,0.7400,0.2473,0.7489,2000
417,0,0.7200,0.3491,0.6717,500
418,0,0.7000,0.3094,0.6934,500
419,0,0.6800,0.3168,0.6823,500
420,0,0.6600,0.4670,0.5711,500
421,0,0.6400,0.3591,0.6407,500
422,0,0.6200,0.4085,0.6000,500
423,0,0.6000,0.5221,0.5145,500
424,0,0.5800,0.4170,0.5821,500
425,0,0.5600,0.4232,0.5718,500
426,0,0.5400,0.3757,0.5990,500
427,0,0.5200,0.5198,0.4921,500
428,0,0.5000,0.4872,0.5090,500
429,0,0.4800,0.5783,0.4392,500
430,0,0.4600,0.5881,0.4263,500
431,0,0.4400,0.6500,0.3770,500
432,0,0.4200,0.6306,0.3846,500
433,0,0.4000,0.5717,0.4198,500
434,0,0.3800,0.6085,0.3881,500
435,0,0.3600,0.7045,0.3149,500
436,0,0.3400,0.7231,0.2959,100
437,0,0.3200,0.6382,0.3492,500
438,0,0.3000,0.7114,0.2920,100
439,0,0.2800,0.6899,0.3010,500
440,0,0.2600,0.7564,0.2485,100
441,0,0.2400,0.7569,0.2422,100
442,0,0.2200,0.8013,0.2051,100
443,0,0.2000,0.7499,0.2351,100
444,0,0.1800,0.8966,0.1264,100
445,0,0.1600,0.8592,0.1466,100
446,0,0.1400,0.8496,0.1473,100
447,0,0.1200,0.8490,0.1417,100
448,0,0.1000,0.9287,0.0799,100
449,0,0.0800,0.8409,0.1354,100
450,0,0.0600,1.0000,0.0180,100
451,0,0.0400,0.9735,0.0305,100
452,0,0.0200,0.9510,0.0403,100
453,1,0.0000,0.9611,0.0273,100
454,1,0.0200,0.9159,0.0649,100
455,4,0.0000,0.8795,0.0844,100
456,4,0.0200,1.0000,0.0060,100
457,4,0.0400,0.8522,0.1155,100
458,4,0.0600,1.0000,0.0180,100
459,4,0.0800,0.9916,0.0299,100
460,4,0.1000,0.9001,0.0999,100
461,4,0.1200,0.9093,0.0995,100
462,4,0.1400,0.9003,0.1118,100
463,4,0.1600,0.9015,0.1169,100
464,4,0.1800,0.7716,0.2139,100
465,4,0.2000,0.8834,0.1416,100
466,4,0.2200,0.7992,0.2066,100
467,4,0.2400,0.7434,0.2516,100
468,4,0.2600,0.7448,0.2566,100
469,4,0.2800,0.7317,0.2718,100
470,4,0.3000,0.8212,0.2152,100
471,4,0.3200,0.7245,0.2888,100
472,4,0.3400,0.6567,0.3423,500
473,4,0.3600,0.6210,0.3733,500
474,4,0.3800,0.5566,0.4244,500
475,4,0.4000,0.6480,0.3664,500
476,4,0.4200,0.5911,0.4122,500
477,4,0.4400,0.6435,0.3815,500
478,4,0.4600,0.6712,0.3682,500
479,4,0.4800,0.5899,0.4311,500
480,4,0.5000,0.3979,0.5715,500
481,4,0.5200,0.4298,0.5551,500
482,4,0.5400,0.5452,0.4803,500
483,4,0.5600,0.4697,0.5392,500
484,4,0.5800,0.4000,0.5940,500
485,4,0.6000,0.3033,0.6677,500
486,4,0.6200,0.4258,0.5879,500
487,4,0.6400,0.3308,0.6605,500
488,4,0.6600,0.4025,0.6163,500
489,4,0.6800,0.3106,0.6866,500
490,4,0.7000,0.3195,0.6864,500
491,4,0.7200,0.2563,0.7366,2000
492,4,0.7400,0.2794,0.7264,2000
493,4,0.7600,0.2609,0.7454,2000
494,4,0.7800,0.3045,0.7208,2000
495,4,0.8000,0.1818,0.8127,2000
496,4,0.8200,0.1844,0.8169,2000
497,4,0.8400,0.2112,0.8041,2000
498,4,0.8600,0.1433,0.8577,2000
499,4,0.8800,0.1379,0.8675,2000
500,4,0.9000,0.0867,0.9093,2000
501,4,0.9200,0.0918,0.9117,2000
502,4,0.9400,0.0096,0.9753,2000
503,4,0.9600,0.1754,0.8652,2000
504,4,0.9800,0.0000,0.9940,2000
505,4,1.0000,0.0000,1.0000,2000
506,4,1.0000,0.0755,0.9472,2000
507,4,1.0000,0.0000,1.0000,2000
508,4,1.0000,0.0000,1.0000,2000
509,4,1.0000,0.0000,1.0000,2000
510,4,1.0000,0.0000,1.0000,2000
511,4,1.0000,0.0000,1.0000,2000
512,4,1.0000,0.0657,0.9540,2000
513,4,1.0000,0.0000,1.0000,2000
514,4,1.0000,0.0248,0.9826,2000
515,4,1.0000,0.0000,1.0000,2000
516,4,1.0000,0.0195,0.9863,2000
517,4,1.0000,0.0045,0.9969,2000
518,4,1.0000,0.0196,0.9863,2000
519,4,1.0000,0.0037,0.9974,2000
520,4,1.0000,0.0000,1.0000,2000
521,4,1.0000,0.0000,1.0000,2000
522,4,1.0000,0.0000,1.0000,2000
523,4,1.0000,0.0000,1.0000,2000
524,4,1.0000,0.0000,1.0000,2000
525,4,1.0000,0.0000,1.0000,2000
526,4,1.0000,0.0043,0.9970,2000
527,4,1.0000,0.0000,1.0000,2000
528,4,1.0000,0.0642,0.9551,2000
529,4,1.0000,0.0233,0.9837,2000
530,4,1.0000,0.0000,1.0000,2000
531,4,1.0000,0.0000,1.0000,2000
532,4,1.0000,0.0139,0.9903,2000
533,4,1.0000,0.0000,1.0000,2000
534,4,1.0000,0.0000,1.0000,2000
535,4,1.0000,0.0000,1.0000,2000
536,4,1.0000,0.0000,1.0000,2000
537,4,1.0000,0.0270,0.9811,2000
538,4,1.0000,0.0000,1.0000,2000
539,4,1.0000,0.0000,1.0000,2000
540,4,1.0000,0.0885,0.9380,2000
541,4,1.0000,0.0000,1.0000,2000
542,4,1.0000,0.0000,1.0000,2000
543,4,1.0000,0.0000,1.0000,2000
544,4,1.0000,0.0103,0.9928,2000
545,4,1.0000,0.0876,0.9387,2000
546,4,1.0000,0.0000,1.0000,2000
547,4,1.0000,0.0000,1.0000,2000
548,4,1.0000,0.0338,0.9763,2000
549,4,1.0000,0.0789,0.9448,2000
550,4,1.0000,0.0408,0.9715,2000
551,4,1.0000,0.0000,1.0000,2000
552,4,1.0000,0.0613,0.9571,2000
553,4,1.0000,0.0000,1.0000,2000
554,4,1.0000,0.0226,0.9842,2000
555,4,1.0000,0.0182,0.9872,2000
556,4,1.0000,0.0538,0.9624,2000
557,4,1.0000,0.0000,1.0000,2000
558,4,1.0000,0.0000,1.0000,2000
559,4,1.0000,0.0000,1.0000,2000
560,4,1.0000,0.0635,0.9556,2000
561,4,1.0000,0.0035,0.9975,2000
562,4,1.0000,0.0335,0.9765,2000
563,4,1.0000,0.0780,0.9454,2000
564,4,1.0000,0.0217,0.9848,2000
565,4,1.0000,0.0696,0.9513,2000
566,4,1.0000,0.0140,0.9902,2000
567,4,1.0000,0.0000,1.0000,2000
568,4,1.0000,0.0000,1.0000,2000
569,4,1.0000,0.0322,0.9775,2000
570,4,1.0000,0.0000,1.0000,2000
571,4,1.0000,0.0360,0.9748,2000
572,4,1.0000,0.0149,0.9896,2000
573,4,1.0000,0.0000,1.0000,2000
574,4,1.0000,0.0153,0.9893,2000
575,4,1.0000,0.0000,1.0000,2000
576,4,1.0000,0.0194,0.9864,2000
577,4,1.0000,0.0000,1.0000,2000
578,4,1.0000,0.0000,1.0000,2000
579,4,0.9800,0.0477,0.9606,2000
580,4,0.9600,0.0352,0.9634,2000
581,4,0.9400,0.0834,0.9236,2000
582,4,0.9200,0.0287,0.9559,2000
583,4,0.9000,0.0922,0.9054,2000
584,4,0.8800,0.1381,0.8674,2000
585,4,0.8600,0.1323,0.8654,2000
586,4,0.8400,0.1593,0.8405,2000
587,4,0.8200,0.1941,0.8101,2000
588,4,0.8000,0.1182,0.8572,2000
589,4,0.7800,0.2659,0.7479,2000
590,4,0.7600,0.2950,0.7215,2000
591,4,0.7400,0.2759,0.7288,2000
592,4,0.7200,0.2083,0.7702,2000
593,4,0.7000,0.3037,0.6974,500
594,4,0.6800,0.2955,0.6971,500
595,4,0.6600,0.3502,0.6529,500
596,4,0.6400,0.3262,0.6637,500
597,4,0.6200,0.3874,0.6148,500
598,4,0.6000,0.4110,0.5923,500
599,4,0.5800,0.3640,0.6192,500
600,4,0.5600,0.5201,0.5040,500
601,4,0.5400,0.4838,0.5233,500
602,4,0.5200,0.3882,0.5842,500
603,4,0.5000,0.5339,0.4763,500
604,4,0.4800,0.5364,0.4685,500
605,4,0.4600,0.4933,0.4927,500
606,4,0.4400,0.5638,0.4373,500
607,4,0.4200,0.5961,0.4087,500
608,4,0.4000,0.5411,0.4412,500
609,4,0.3800,0.5631,0.4199,500
610,4,0.3600,0.5514,0.4220,500
611,4,0.3400,0.6244,0.3649,500
612,4,0.3200,0.6876,0.3147,500
613,4,0.3000,0.7894,0.2374,100
614,4,0.2800,0.7662,0.2477,100
615,4,0.2600,0.7479,0.2545,100
616,4,0.2400,0.6961,0.2848,100
617,4,0.2200,0.7681,0.2284,100
618,4,0.2000,0.6791,0.2846,100
619,4,0.1800,0.8674,0.1468,100
620,4,0.1600,0.8082,0.1823,100
621,4,0.1400,0.8816,0.1249,100
622,4,0.1200,0.8924,0.1113,100
623,4,0.1000,0.8363,0.1446,100
624,4,0.0800,0.9318,0.0717,100
625,4,0.0600,1.0000,0.0180,100
626,4,0.0400,0.9563,0.0426,100
627,4,0.0200,0.9133,0.0667,100
628,6,0.0000,1.0000,0.0000,100
629,6,0.0200,0.9756,0.0231,100
630,6,0.0400,0.9512,0.0461,100
631,6,0.0600,0.8567,0.1183,100
632,6,0.0800,0.9531,0.0568,100
633,6,0.1000,0.8079,0.1645,100
634,6,0.1200,0.8460,0.1438,100
635,6,0.1400,0.8567,0.1423,100
636,6,0.1600,0.7663,0.2116,100
637,6,0.1800,0.9665,0.0775,100
638,6,0.2000,0.7786,0.2150,100
639,6,0.2200,0.8378,0.1795,100
640,6,0.2400,0.7264,0.2636,100
641,6,0.2600,0.7896,0.2252,100
642,6,0.2800,0.7876,0.2327,100
643,6,0.3000,0.7281,0.2803,100
644,6,0.3200,0.6721,0.3255,500
645,6,0.3400,0.6187,0.3689,500
646,6,0.3600,0.6495,0.3533,500
647,6,0.3800,0.6279,0.3745,500
648,6,0.4000,0.5952,0.4034,500
649,6,0.4200,0.5713,0.4261,500
650,6,0.4400,0.6172,0.4000,500
