time_center_s,p0_loco,p1_trans,p2_stat,p3_unk,y_hat,U,U_ema,CCS,CCS_ema,mask_eval_window,window_len_s,stride_s
35.0,0.000323,0.002528,0.997149,0.000000,2,0.018716,0.192795,0.005708,0.170193,1,2.0,1.0
36.0,0.000323,0.002530,0.997147,0.000000,2,0.018730,0.157982,0.005690,0.137293,1,2.0,1.0
37.0,0.000290,0.002267,0.997443,0.000000,2,0.017038,0.129793,0.005397,0.110914,1,2.0,1.0
38.0,0.000282,0.002264,0.997453,0.000000,2,0.016967,0.107228,0.005092,0.089749,1,2.0,1.0
39.0,0.000383,0.002819,0.996798,0.000000,2,0.020717,0.089926,0.005734,0.072946,1,2.0,1.0
40.0,0.000335,0.002528,0.997137,0.000000,2,0.018801,0.075701,0.006048,0.059567,1,2.0,1.0
41.0,0.000315,0.002525,0.997160,0.000000,2,0.018638,0.064288,0.005687,0.048791,1,2.0,1.0
42.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.055164,0.005670,0.040167,0,2.0,1.0
43.0,0.000706,0.003676,0.995618,0.000000,2,0.027403,0.049612,0.007205,0.033574,0,2.0,1.0
44.0,0.007407,0.991549,0.001043,0.000000,1,0.047253,0.049140,0.995311,0.225922,0,2.0,1.0
45.0,0.000342,0.999658,0.000000,0.000000,1,0.002800,0.039872,0.008788,0.182495,0,2.0,1.0
46.0,0.000595,0.999400,0.000005,0.000000,1,0.004623,0.032822,0.000942,0.146184,1,2.0,1.0
47.0,0.000383,0.999615,0.000002,0.000000,1,0.003114,0.026881,0.000984,0.117144,1,2.0,1.0
48.0,0.000475,0.999525,0.000000,0.000000,1,0.003743,0.022253,0.000860,0.093887,1,2.0,1.0
49.0,0.000376,0.999595,0.000029,0.000000,1,0.003341,0.018471,0.000879,0.075286,1,2.0,1.0
50.0,0.000247,0.999753,0.000000,0.000000,1,0.002093,0.015195,0.000651,0.060359,1,2.0,1.0
51.0,0.000342,0.999658,0.000000,0.000000,1,0.002800,0.012716,0.000589,0.048405,1,2.0,1.0
52.0,0.001220,0.998684,0.000096,0.000000,1,0.009455,0.012064,0.001657,0.039055,1,2.0,1.0
53.0,0.000198,0.999801,0.000000,0.000000,1,0.001722,0.009996,0.001514,0.031547,1,2.0,1.0
54.0,0.000276,0.999722,0.000002,0.000000,1,0.002331,0.008463,0.000476,0.025333,1,2.0,1.0
55.0,0.000478,0.999519,0.000002,0.000000,1,0.003793,0.007529,0.000758,0.020418,1,2.0,1.0
56.0,0.000342,0.999658,0.000000,0.000000,1,0.002799,0.006583,0.000823,0.016499,1,2.0,1.0
57.0,0.000615,0.999351,0.000034,0.000000,1,0.005049,0.006276,0.000991,0.013397,0,2.0,1.0
58.0,0.010323,0.984901,0.004776,0.000000,1,0.079848,0.020991,0.015732,0.013864,0,2.0,1.0
59.0,0.172673,0.747977,0.079350,0.000000,1,0.656773,0.148147,0.261155,0.063323,0,2.0,1.0
60.0,0.549583,0.401013,0.049404,0.000000,0,0.768244,0.272166,0.601233,0.170905,1,2.0,1.0
61.0,0.489017,0.465787,0.045196,0.000000,0,0.769750,0.371683,0.542225,0.245169,1,2.0,1.0
62.0,0.436130,0.484323,0.079547,0.000000,1,0.832330,0.463813,0.557538,0.307643,1,2.0,1.0
63.0,0.381008,0.526255,0.092736,0.000000,1,0.842894,0.539629,0.571576,0.360429,1,2.0,1.0
64.0,0.418475,0.515365,0.066159,0.000000,1,0.806329,0.592969,0.563208,0.400985,1,2.0,1.0
65.0,0.437096,0.491311,0.071592,0.000000,1,0.818922,0.638159,0.559145,0.432617,1,2.0,1.0
66.0,0.274750,0.585090,0.140160,0.000000,1,0.859230,0.682373,0.582412,0.462576,1,2.0,1.0
67.0,0.304197,0.601942,0.093861,0.000000,1,0.809776,0.707854,0.551076,0.480276,1,2.0,1.0
68.0,0.438984,0.505083,0.055933,0.000000,1,0.789805,0.724244,0.557182,0.495657,1,2.0,1.0
69.0,0.495270,0.443430,0.061300,0.000000,0,0.800788,0.739553,0.555187,0.507563,1,2.0,1.0
70.0,0.494262,0.442528,0.063209,0.000000,0,0.804299,0.752502,0.555102,0.517071,1,2.0,1.0
71.0,0.466848,0.466750,0.066402,0.000000,0,0.811343,0.764270,0.558507,0.525358,0,2.0,1.0
72.0,0.288262,0.662681,0.049057,0.000000,1,0.709194,0.753255,0.552862,0.530859,0,2.0,1.0
73.0,0.488283,0.509206,0.002510,0.000000,1,0.645110,0.731626,0.521682,0.529023,0,2.0,1.0
74.0,0.977624,0.022320,0.000055,0.000000,0,0.097879,0.604877,0.511277,0.525474,0,2.0,1.0
75.0,0.975783,0.024134,0.000083,0.000000,0,0.104297,0.504761,0.045512,0.429482,1,2.0,1.0
76.0,0.971182,0.028726,0.000093,0.000000,0,0.119454,0.427699,0.051644,0.353914,1,2.0,1.0
77.0,0.980253,0.019680,0.000067,0.000000,0,0.088750,0.359910,0.047431,0.292618,1,2.0,1.0
78.0,0.980223,0.019693,0.000083,0.000000,0,0.088936,0.305715,0.038746,0.241843,1,2.0,1.0
79.0,0.986860,0.013073,0.000067,0.000000,0,0.064076,0.257387,0.032399,0.199954,1,2.0,1.0
80.0,0.986925,0.013020,0.000055,0.000000,0,0.063762,0.218662,0.025872,0.165138,1,2.0,1.0
81.0,0.976619,0.023305,0.000076,0.000000,0,0.101432,0.195216,0.035847,0.139280,1,2.0,1.0
82.0,0.973655,0.026269,0.000076,0.000000,0,0.111340,0.178441,0.048498,0.121123,1,2.0,1.0
83.0,0.956620,0.043294,0.000086,0.000000,0,0.163082,0.175369,0.067445,0.110388,1,2.0,1.0
84.0,0.964740,0.035184,0.000076,0.000000,0,0.139373,0.168170,0.075587,0.103428,1,2.0,1.0
85.0,0.969201,0.030716,0.000083,0.000000,0,0.125687,0.159673,0.063892,0.095521,1,2.0,1.0
86.0,0.977575,0.022369,0.000057,0.000000,0,0.098058,0.147350,0.051847,0.086786,0,2.0,1.0
87.0,0.496749,0.499243,0.004008,0.000000,1,0.652173,0.248315,0.503223,0.170073,0,2.0,1.0
88.0,0.000637,0.245089,0.754274,0.000000,2,0.511570,0.300966,0.874302,0.310919,0,2.0,1.0
89.0,0.000030,0.058505,0.941466,0.000000,2,0.203139,0.281401,0.275538,0.303843,1,2.0,1.0
90.0,0.000021,0.035182,0.964797,0.000000,2,0.138867,0.252894,0.089618,0.260998,1,2.0,1.0
91.0,0.000011,0.014845,0.985144,0.000000,2,0.070426,0.216400,0.049013,0.218601,1,2.0,1.0
92.0,0.000012,0.023572,0.976416,0.000000,2,0.101747,0.193470,0.037739,0.182429,1,2.0,1.0
93.0,0.000038,0.078652,0.921310,0.000000,2,0.251121,0.205000,0.098564,0.165656,1,2.0,1.0
94.0,0.000022,0.038868,0.961110,0.000000,2,0.149810,0.193962,0.111462,0.154817,1,2.0,1.0
95.0,0.000013,0.021121,0.978867,0.000000,2,0.093323,0.173834,0.058380,0.135530,1,2.0,1.0
96.0,0.000019,0.046490,0.953491,0.000000,2,0.171376,0.173342,0.065678,0.121559,1,2.0,1.0
97.0,0.000030,0.065562,0.934408,0.000000,2,0.220588,0.182792,0.106002,0.118448,1,2.0,1.0
98.0,0.000019,0.035073,0.964909,0.000000,2,0.138516,0.173936,0.096081,0.113975,1,2.0,1.0
99.0,0.000033,0.064770,0.935197,0.000000,2,0.218700,0.182889,0.095348,0.110249,1,2.0,1.0
100.0,0.000092,0.161284,0.838624,0.000000,2,0.402984,0.226908,0.205275,0.129254,0,2.0,1.0
101.0,0.000864,0.385685,0.613451,0.000000,2,0.612881,0.304102,0.423340,0.188072,0,2.0,1.0
102.0,0.721507,0.277684,0.000809,0.000000,0,0.543465,0.351975,0.891782,0.328814,0,2.0,1.0
103.0,0.998396,0.001603,0.000001,0.000000,0,0.010863,0.283753,0.279205,0.318892,0,2.0,1.0
104.0,0.996940,0.003058,0.000001,0.000000,0,0.018916,0.230785,0.004654,0.256044,1,2.0,1.0
105.0,0.970567,0.029427,0.000006,0.000000,0,0.120903,0.208809,0.032313,0.211298,1,2.0,1.0
106.0,0.994128,0.005870,0.000002,0.000000,0,0.032803,0.173608,0.034959,0.176030,1,2.0,1.0
107.0,0.997533,0.002466,0.000001,0.000000,0,0.015740,0.142034,0.008310,0.142486,1,2.0,1.0
108.0,0.997222,0.002775,0.000003,0.000000,0,0.017433,0.117114,0.005232,0.115035,1,2.0,1.0
109.0,0.999055,0.000944,0.000001,0.000000,0,0.006860,0.095063,0.003718,0.092772,1,2.0,1.0
110.0,0.997210,0.002787,0.000003,0.000000,0,0.017497,0.079550,0.003730,0.074964,1,2.0,1.0
111.0,0.994082,0.005913,0.000005,0.000000,0,0.033041,0.070248,0.008675,0.061706,1,2.0,1.0
112.0,0.994680,0.005315,0.000005,0.000000,0,0.030223,0.062243,0.011175,0.051600,1,2.0,1.0
113.0,0.995746,0.004251,0.000002,0.000000,0,0.025023,0.054799,0.009528,0.043186,1,2.0,1.0
114.0,0.990939,0.009057,0.000004,0.000000,0,0.047037,0.053247,0.013238,0.037196,1,2.0,1.0
115.0,0.996185,0.003813,0.000003,0.000000,0,0.022823,0.047162,0.012807,0.032318,0,2.0,1.0
116.0,0.555290,0.412546,0.032164,0.000000,0,0.730444,0.183818,0.445255,0.114906,0,2.0,1.0
117.0,0.000915,0.998924,0.000161,0.000000,1,0.008088,0.148672,0.587385,0.209402,0,2.0,1.0
118.0,0.001138,0.998831,0.000031,0.000000,1,0.008380,0.120614,0.002243,0.167970,1,2.0,1.0
119.0,0.009010,0.990962,0.000028,0.000000,1,0.047083,0.105908,0.010187,0.136413,1,2.0,1.0
120.0,0.012463,0.987506,0.000031,0.000000,1,0.061342,0.096994,0.021308,0.113392,1,2.0,1.0
121.0,0.019167,0.980819,0.000014,0.000000,1,0.086431,0.094882,0.031197,0.096953,1,2.0,1.0
122.0,0.026409,0.973580,0.000012,0.000000,1,0.111205,0.098146,0.044589,0.086480,1,2.0,1.0
123.0,0.009010,0.990974,0.000016,0.000000,1,0.046964,0.087910,0.034970,0.076178,1,2.0,1.0
124.0,0.001269,0.998706,0.000025,0.000000,1,0.009124,0.072153,0.010297,0.063002,1,2.0,1.0
125.0,0.002191,0.997789,0.000020,0.000000,1,0.014417,0.060606,0.003499,0.051101,1,2.0,1.0
126.0,0.009010,0.990983,0.000008,0.000000,1,0.046875,0.057860,0.011188,0.043119,1,2.0,1.0
127.0,0.003038,0.996953,0.000008,0.000000,1,0.018888,0.050065,0.012009,0.036897,1,2.0,1.0
128.0,0.002191,0.997798,0.000012,0.000000,1,0.014333,0.042919,0.005235,0.030565,1,2.0,1.0
129.0,0.003038,0.996951,0.000011,0.000000,1,0.018910,0.038117,0.005237,0.025499,0,2.0,1.0
130.0,0.021332,0.978593,0.000075,0.000000,1,0.094633,0.049420,0.024325,0.025264,0,2.0,1.0
131.0,0.786482,0.200976,0.012542,0.000000,0,0.515468,0.142630,0.786549,0.177521,0,2.0,1.0
132.0,0.998396,0.001603,0.000001,0.000000,0,0.010863,0.116276,0.214457,0.184908,0,2.0,1.0
133.0,0.996940,0.003058,0.000001,0.000000,0,0.018916,0.096804,0.004654,0.148858,1,2.0,1.0
134.0,0.970567,0.029427,0.000006,0.000000,0,0.120903,0.101624,0.032313,0.125549,1,2.0,1.0
135.0,0.994128,0.005870,0.000002,0.000000,0,0.032803,0.087860,0.034959,0.107431,1,2.0,1.0
136.0,0.997533,0.002466,0.000001,0.000000,0,0.015740,0.073436,0.008310,0.087607,1,2.0,1.0
137.0,0.997222,0.002775,0.000003,0.000000,0,0.017433,0.062235,0.005232,0.071132,1,2.0,1.0
138.0,0.999055,0.000944,0.000001,0.000000,0,0.006860,0.051160,0.003718,0.057649,1,2.0,1.0
139.0,0.997210,0.002787,0.000003,0.000000,0,0.017497,0.044428,0.003730,0.046865,1,2.0,1.0
140.0,0.994082,0.005913,0.000005,0.000000,0,0.033041,0.042150,0.008675,0.039227,1,2.0,1.0
141.0,0.994680,0.005315,0.000005,0.000000,0,0.030223,0.039765,0.011175,0.033617,1,2.0,1.0
142.0,0.995746,0.004251,0.000002,0.000000,0,0.025023,0.036816,0.009528,0.028799,1,2.0,1.0
143.0,0.990939,0.009057,0.000004,0.000000,0,0.047037,0.038861,0.013238,0.025687,1,2.0,1.0
144.0,0.996185,0.003813,0.000003,0.000000,0,0.022823,0.035653,0.012807,0.023111,0,2.0,1.0
145.0,0.733719,0.265822,0.000459,0.000000,0,0.530584,0.134639,0.268067,0.072102,0,2.0,1.0
146.0,0.000036,0.999963,0.000001,0.000000,1,0.000387,0.107789,0.734162,0.204514,0,2.0,1.0
147.0,0.000037,0.999944,0.000018,0.000000,1,0.000579,0.086347,0.000093,0.163630,1,2.0,1.0
148.0,0.000275,0.999619,0.000106,0.000000,1,0.003281,0.069734,0.000437,0.130991,1,2.0,1.0
149.0,0.000094,0.999898,0.000009,0.000000,1,0.000976,0.055982,0.000483,0.104890,1,2.0,1.0
150.0,0.000429,0.999373,0.000198,0.000000,1,0.005135,0.045813,0.000729,0.084058,1,2.0,1.0
151.0,0.000174,0.999744,0.000082,0.000000,1,0.002309,0.037112,0.000883,0.067423,1,2.0,1.0
152.0,0.000029,0.999971,0.000001,0.000000,1,0.000307,0.029751,0.000286,0.053995,1,2.0,1.0
153.0,0.000080,0.999880,0.000040,0.000000,1,0.001165,0.024034,0.000149,0.043226,1,2.0,1.0
154.0,0.000086,0.999882,0.000032,0.000000,1,0.001143,0.019456,0.000238,0.034628,1,2.0,1.0
155.0,0.000037,0.999955,0.000007,0.000000,1,0.000464,0.015657,0.000163,0.027735,1,2.0,1.0
156.0,0.000723,0.999153,0.000124,0.000000,1,0.006544,0.013835,0.000891,0.022366,1,2.0,1.0
157.0,0.000044,0.999941,0.000015,0.000000,1,0.000607,0.011189,0.000906,0.018074,1,2.0,1.0
158.0,0.000067,0.999915,0.000017,0.000000,1,0.000838,0.009119,0.000144,0.014488,0,2.0,1.0
159.0,0.012252,0.987358,0.000389,0.000000,1,0.063311,0.019957,0.012724,0.014135,0,2.0,1.0
160.0,0.535799,0.463854,0.000348,0.000000,0,0.631190,0.142204,0.535445,0.118397,0,2.0,1.0
161.0,0.977624,0.022320,0.000055,0.000000,0,0.097879,0.133339,0.465837,0.187885,0,2.0,1.0
162.0,0.975783,0.024134,0.000083,0.000000,0,0.104297,0.127531,0.045512,0.159411,1,2.0,1.0
163.0,0.971182,0.028726,0.000093,0.000000,0,0.119454,0.125915,0.051644,0.137857,1,2.0,1.0
164.0,0.980253,0.019680,0.000067,0.000000,0,0.088750,0.118482,0.047431,0.119772,1,2.0,1.0
165.0,0.980223,0.019693,0.000083,0.000000,0,0.088936,0.112573,0.038746,0.103567,1,2.0,1.0
166.0,0.986860,0.013073,0.000067,0.000000,0,0.064076,0.102874,0.032399,0.089333,1,2.0,1.0
167.0,0.986925,0.013020,0.000055,0.000000,0,0.063762,0.095051,0.025872,0.076641,1,2.0,1.0
168.0,0.976619,0.023305,0.000076,0.000000,0,0.101432,0.096327,0.035847,0.068482,1,2.0,1.0
169.0,0.973655,0.026269,0.000076,0.000000,0,0.111340,0.099330,0.048498,0.064485,1,2.0,1.0
170.0,0.956620,0.043294,0.000086,0.000000,0,0.163082,0.112080,0.067445,0.065077,1,2.0,1.0
171.0,0.964740,0.035184,0.000076,0.000000,0,0.139373,0.117539,0.075587,0.067179,1,2.0,1.0
172.0,0.969201,0.030716,0.000083,0.000000,0,0.125687,0.119169,0.063892,0.066522,1,2.0,1.0
173.0,0.977575,0.022369,0.000057,0.000000,0,0.098058,0.114946,0.051847,0.063587,0,2.0,1.0
174.0,0.657977,0.339950,0.002074,0.000000,0,0.596228,0.211203,0.349174,0.120704,0,2.0,1.0
175.0,0.456726,0.524749,0.018525,0.000000,1,0.701056,0.309173,0.521058,0.200775,0,2.0,1.0
176.0,0.595039,0.371574,0.033387,0.000000,0,0.719329,0.391204,0.532628,0.267146,1,2.0,1.0
177.0,0.454887,0.478080,0.067033,0.000000,1,0.812199,0.475403,0.549444,0.323605,1,2.0,1.0
178.0,0.354271,0.550197,0.095532,0.000000,1,0.838051,0.547933,0.569405,0.372765,1,2.0,1.0
179.0,0.479745,0.477613,0.042642,0.000000,0,0.764455,0.591237,0.563185,0.410849,1,2.0,1.0
180.0,0.585742,0.388605,0.025654,0.000000,0,0.705050,0.614000,0.532297,0.435139,1,2.0,1.0
181.0,0.500123,0.450278,0.049599,0.000000,0,0.778066,0.646813,0.530805,0.454272,1,2.0,1.0
182.0,0.378418,0.529619,0.091963,0.000000,1,0.840890,0.685628,0.567707,0.476959,1,2.0,1.0
183.0,0.411211,0.526265,0.062524,0.000000,1,0.797904,0.708083,0.559920,0.493551,1,2.0,1.0
184.0,0.496845,0.457160,0.045995,0.000000,0,0.770964,0.720660,0.552229,0.505287,1,2.0,1.0
185.0,0.502073,0.446058,0.051870,0.000000,0,0.782371,0.733002,0.544242,0.513078,1,2.0,1.0
186.0,0.571764,0.389548,0.038688,0.000000,0,0.739759,0.734353,0.537165,0.517895,1,2.0,1.0
187.0,0.518527,0.427632,0.053841,0.000000,0,0.783831,0.744249,0.534858,0.521288,0,2.0,1.0
188.0,0.673345,0.308363,0.018292,0.000000,0,0.639243,0.723248,0.518001,0.520631,0,2.0,1.0
189.0,0.979929,0.020004,0.000067,0.000000,0,0.089897,0.596578,0.333999,0.483304,0,2.0,1.0
190.0,0.998396,0.001603,0.000001,0.000000,0,0.010863,0.479435,0.021610,0.390966,0,2.0,1.0
191.0,0.996940,0.003058,0.000001,0.000000,0,0.018916,0.387331,0.004654,0.313703,1,2.0,1.0
192.0,0.970567,0.029427,0.000006,0.000000,0,0.120903,0.334045,0.032313,0.257425,1,2.0,1.0
193.0,0.994128,0.005870,0.000002,0.000000,0,0.032803,0.273797,0.034959,0.212932,1,2.0,1.0
194.0,0.997533,0.002466,0.000001,0.000000,0,0.015740,0.222185,0.008310,0.172008,1,2.0,1.0
195.0,0.997222,0.002775,0.000003,0.000000,0,0.017433,0.181235,0.005232,0.138653,1,2.0,1.0
196.0,0.999055,0.000944,0.000001,0.000000,0,0.006860,0.146360,0.003718,0.111666,1,2.0,1.0
197.0,0.997210,0.002787,0.000003,0.000000,0,0.017497,0.120587,0.003730,0.090079,1,2.0,1.0
198.0,0.994082,0.005913,0.000005,0.000000,0,0.033041,0.103078,0.008675,0.073798,1,2.0,1.0
199.0,0.994680,0.005315,0.000005,0.000000,0,0.030223,0.088507,0.011175,0.061273,1,2.0,1.0
200.0,0.995746,0.004251,0.000002,0.000000,0,0.025023,0.075810,0.009528,0.050924,1,2.0,1.0
201.0,0.990939,0.009057,0.000004,0.000000,0,0.047037,0.070056,0.013238,0.043387,1,2.0,1.0
202.0,0.996185,0.003813,0.000003,0.000000,0,0.022823,0.060609,0.012807,0.037271,0,2.0,1.0
203.0,0.733719,0.265822,0.000459,0.000000,0,0.530584,0.154604,0.268067,0.083430,0,2.0,1.0
204.0,0.000036,0.999963,0.000001,0.000000,1,0.000387,0.123761,0.734162,0.213576,0,2.0,1.0
205.0,0.000037,0.999944,0.000018,0.000000,1,0.000579,0.099124,0.000093,0.170880,1,2.0,1.0
206.0,0.000275,0.999619,0.000106,0.000000,1,0.003281,0.079956,0.000437,0.136791,1,2.0,1.0
207.0,0.000094,0.999898,0.000009,0.000000,1,0.000976,0.064160,0.000483,0.109530,1,2.0,1.0
208.0,0.000429,0.999373,0.000198,0.000000,1,0.005135,0.052355,0.000729,0.087769,1,2.0,1.0
209.0,0.000174,0.999744,0.000082,0.000000,1,0.002309,0.042346,0.000883,0.070392,1,2.0,1.0
210.0,0.000029,0.999971,0.000001,0.000000,1,0.000307,0.033938,0.000286,0.056371,1,2.0,1.0
211.0,0.000080,0.999880,0.000040,0.000000,1,0.001165,0.027383,0.000149,0.045127,1,2.0,1.0
212.0,0.000086,0.999882,0.000032,0.000000,1,0.001143,0.022135,0.000238,0.036149,1,2.0,1.0
213.0,0.000037,0.999955,0.000007,0.000000,1,0.000464,0.017801,0.000163,0.028952,1,2.0,1.0
214.0,0.000723,0.999153,0.000124,0.000000,1,0.006544,0.015550,0.000891,0.023340,1,2.0,1.0
215.0,0.000044,0.999941,0.000015,0.000000,1,0.000607,0.012561,0.000906,0.018853,1,2.0,1.0
216.0,0.000067,0.999915,0.000017,0.000000,1,0.000838,0.010217,0.000144,0.015111,0,2.0,1.0
217.0,0.001795,0.997170,0.001035,0.000000,1,0.019376,0.012049,0.002914,0.012672,0,2.0,1.0
218.0,0.003086,0.208971,0.787943,0.000000,2,0.484965,0.106632,0.790799,0.168297,0,2.0,1.0
219.0,0.000335,0.002530,0.997135,0.000000,2,0.018817,0.089069,0.213785,0.177395,0,2.0,1.0
220.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.074989,0.005696,0.143055,1,2.0,1.0
221.0,0.000323,0.002528,0.997149,0.000000,2,0.018716,0.063734,0.005681,0.115580,1,2.0,1.0
222.0,0.000383,0.002819,0.996798,0.000000,2,0.020717,0.055131,0.006036,0.093671,1,2.0,1.0
223.0,0.000383,0.002819,0.996798,0.000000,2,0.020717,0.048248,0.006386,0.076214,1,2.0,1.0
224.0,0.000323,0.002530,0.997147,0.000000,2,0.018730,0.042344,0.006039,0.062179,1,2.0,1.0
225.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.037609,0.005684,0.050880,1,2.0,1.0
226.0,0.000290,0.002264,0.997446,0.000000,2,0.017024,0.033492,0.005386,0.041781,1,2.0,1.0
227.0,0.000344,0.002528,0.997129,0.000000,2,0.018865,0.030567,0.005412,0.034508,1,2.0,1.0
228.0,0.000330,0.002528,0.997142,0.000000,2,0.018765,0.028206,0.005714,0.028749,1,2.0,1.0
229.0,0.000335,0.002528,0.997137,0.000000,2,0.018803,0.026326,0.005706,0.024140,1,2.0,1.0
230.0,0.000335,0.002528,0.997137,0.000000,2,0.018803,0.024821,0.005711,0.020455,1,2.0,1.0
231.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.023590,0.005693,0.017502,0,2.0,1.0
232.0,0.024455,0.135630,0.839915,0.000000,2,0.462623,0.111397,0.162124,0.046427,0,2.0,1.0
233.0,0.796143,0.202857,0.001000,0.000000,0,0.466060,0.182329,0.952177,0.227577,0,2.0,1.0
234.0,0.972235,0.027690,0.000075,0.000000,0,0.115965,0.169057,0.220345,0.226130,1,2.0,1.0
235.0,0.972164,0.027753,0.000083,0.000000,0,0.116241,0.158494,0.054060,0.191716,1,2.0,1.0
236.0,0.977974,0.021942,0.000085,0.000000,0,0.096831,0.146161,0.048640,0.163101,1,2.0,1.0
237.0,0.973838,0.026059,0.000103,0.000000,0,0.110874,0.139104,0.047040,0.139889,1,2.0,1.0
238.0,0.981704,0.018235,0.000061,0.000000,0,0.083509,0.127985,0.043504,0.120612,1,2.0,1.0
239.0,0.985898,0.014040,0.000062,0.000000,0,0.067804,0.115949,0.031884,0.102866,1,2.0,1.0
240.0,0.981275,0.018657,0.000068,0.000000,0,0.085095,0.109778,0.032301,0.088753,1,2.0,1.0
241.0,0.976445,0.023493,0.000061,0.000000,0,0.101942,0.108211,0.041400,0.079283,1,2.0,1.0
242.0,0.963121,0.036795,0.000084,0.000000,0,0.144267,0.115422,0.058701,0.075166,1,2.0,1.0
243.0,0.960799,0.039110,0.000092,0.000000,0,0.151140,0.122566,0.073196,0.074772,1,2.0,1.0
244.0,0.960410,0.039496,0.000094,0.000000,0,0.152284,0.128509,0.075695,0.074957,1,2.0,1.0
245.0,0.965780,0.034135,0.000085,0.000000,0,0.136273,0.130062,0.071107,0.074187,0,2.0,1.0
246.0,0.931047,0.068816,0.000136,0.000000,0,0.229296,0.149909,0.098464,0.079042,0,2.0,1.0
247.0,0.219207,0.760741,0.020051,0.000000,1,0.563550,0.232637,0.743553,0.211944,0,2.0,1.0
