time_center_s,p0_loco,p1_trans,p2_stat,p3_unk,y_hat,U,U_ema,CCS,CCS_ema,mask_eval_window,window_len_s,stride_s
40.0,0.960799,0.039110,0.000092,0.000000,0,0.151140,0.124204,0.073196,0.075965,1,2.0,1.0
41.0,0.960410,0.039496,0.000094,0.000000,0,0.152284,0.129820,0.075695,0.075911,1,2.0,1.0
42.0,0.965780,0.034135,0.000085,0.000000,0,0.136273,0.131111,0.071107,0.074951,0,2.0,1.0
43.0,0.969873,0.030038,0.000088,0.000000,0,0.123596,0.129608,0.062290,0.072418,0,2.0,1.0
44.0,0.019829,0.898365,0.081806,0.000000,1,0.344817,0.172650,0.953776,0.248690,0,2.0,1.0
45.0,0.000033,0.071300,0.928668,0.000000,2,0.234255,0.184971,0.859976,0.370947,0,2.0,1.0
46.0,0.000035,0.053055,0.946910,0.000000,2,0.189152,0.185807,0.116852,0.320128,1,2.0,1.0
47.0,0.000017,0.026316,0.973667,0.000000,2,0.110954,0.170836,0.076628,0.271428,1,2.0,1.0
48.0,0.000010,0.017306,0.982684,0.000000,2,0.079632,0.152595,0.042738,0.225690,1,2.0,1.0
49.0,0.000022,0.038930,0.961049,0.000000,2,0.149990,0.152074,0.054919,0.191536,1,2.0,1.0
50.0,0.000031,0.067329,0.932640,0.000000,2,0.224852,0.166630,0.101067,0.173442,1,2.0,1.0
51.0,0.000016,0.028600,0.971384,0.000000,2,0.118360,0.156976,0.092123,0.157178,1,2.0,1.0
52.0,0.000013,0.022246,0.977740,0.000000,2,0.097233,0.145027,0.049603,0.135663,1,2.0,1.0
53.0,0.000026,0.059212,0.940762,0.000000,2,0.204890,0.157000,0.078862,0.124303,1,2.0,1.0
54.0,0.000023,0.050290,0.949687,0.000000,2,0.181714,0.161943,0.103593,0.120161,1,2.0,1.0
55.0,0.000022,0.039062,0.960916,0.000000,2,0.150383,0.159631,0.085467,0.113222,1,2.0,1.0
56.0,0.000050,0.116281,0.883669,0.000000,2,0.327675,0.193240,0.146326,0.119843,1,2.0,1.0
57.0,0.000094,0.161314,0.838592,0.000000,2,0.403047,0.235201,0.240204,0.143915,0,2.0,1.0
58.0,0.001536,0.872614,0.125850,0.000000,1,0.354720,0.259105,0.753699,0.265872,0,2.0,1.0
59.0,0.000178,0.999822,0.000000,0.000000,1,0.001565,0.207597,0.127541,0.238206,0,2.0,1.0
60.0,0.000426,0.999574,0.000000,0.000000,1,0.003399,0.166757,0.000604,0.190685,1,2.0,1.0
61.0,0.001850,0.998046,0.000105,0.000000,1,0.013246,0.136055,0.002379,0.153024,1,2.0,1.0
62.0,0.000426,0.999574,0.000000,0.000000,1,0.003399,0.109524,0.002379,0.122895,1,2.0,1.0
63.0,0.000198,0.999801,0.000000,0.000000,1,0.001724,0.087964,0.000625,0.098441,1,2.0,1.0
64.0,0.000352,0.999638,0.000010,0.000000,1,0.002981,0.070967,0.000561,0.078865,1,2.0,1.0
65.0,0.000342,0.999658,0.000000,0.000000,1,0.002799,0.057334,0.000704,0.063233,1,2.0,1.0
66.0,0.000387,0.999607,0.000007,0.000000,1,0.003197,0.046506,0.000736,0.050733,1,2.0,1.0
67.0,0.000199,0.999800,0.000001,0.000000,1,0.001738,0.037553,0.000593,0.040705,1,2.0,1.0
68.0,0.000178,0.999822,0.000000,0.000000,1,0.001562,0.030355,0.000378,0.032640,1,2.0,1.0
69.0,0.001436,0.998482,0.000081,0.000000,1,0.010635,0.026411,0.001695,0.026451,1,2.0,1.0
70.0,0.000307,0.999693,0.000000,0.000000,1,0.002542,0.021637,0.001824,0.021525,1,2.0,1.0
71.0,0.000247,0.999753,0.000000,0.000000,1,0.002094,0.017728,0.000554,0.017331,0,2.0,1.0
72.0,0.016169,0.982427,0.001403,0.000000,1,0.084952,0.031173,0.017811,0.017427,0,2.0,1.0
73.0,0.634649,0.363886,0.001465,0.000000,0,0.606203,0.146179,0.632245,0.140391,0,2.0,1.0
74.0,0.998396,0.001603,0.000001,0.000000,0,0.010863,0.119116,0.365785,0.185470,0,2.0,1.0
75.0,0.996940,0.003058,0.000001,0.000000,0,0.018916,0.099076,0.004654,0.149306,1,2.0,1.0
76.0,0.970567,0.029427,0.000006,0.000000,0,0.120903,0.103441,0.032313,0.125908,1,2.0,1.0
77.0,0.994128,0.005870,0.000002,0.000000,0,0.032803,0.089314,0.034959,0.107718,1,2.0,1.0
78.0,0.997533,0.002466,0.000001,0.000000,0,0.015740,0.074599,0.008310,0.087836,1,2.0,1.0
79.0,0.997222,0.002775,0.000003,0.000000,0,0.017433,0.063166,0.005232,0.071316,1,2.0,1.0
80.0,0.999055,0.000944,0.000001,0.000000,0,0.006860,0.051905,0.003718,0.057796,1,2.0,1.0
81.0,0.997210,0.002787,0.000003,0.000000,0,0.017497,0.045023,0.003730,0.046983,1,2.0,1.0
82.0,0.994082,0.005913,0.000005,0.000000,0,0.033041,0.042627,0.008675,0.039321,1,2.0,1.0
83.0,0.994680,0.005315,0.000005,0.000000,0,0.030223,0.040146,0.011175,0.033692,1,2.0,1.0
84.0,0.995746,0.004251,0.000002,0.000000,0,0.025023,0.037121,0.009528,0.028859,1,2.0,1.0
85.0,0.990939,0.009057,0.000004,0.000000,0,0.047037,0.039104,0.013238,0.025735,1,2.0,1.0
86.0,0.996185,0.003813,0.000003,0.000000,0,0.022823,0.035848,0.012807,0.023149,0,2.0,1.0
87.0,0.991667,0.007875,0.000458,0.000000,0,0.045480,0.037775,0.012086,0.020937,0,2.0,1.0
88.0,0.941550,0.019064,0.039386,0.000000,0,0.236286,0.077477,0.066127,0.029975,0,2.0,1.0
89.0,0.896498,0.033483,0.070019,0.000000,0,0.362149,0.134411,0.152506,0.054481,1,2.0,1.0
90.0,0.878117,0.036575,0.085308,0.000000,0,0.405167,0.188563,0.205571,0.084699,1,2.0,1.0
91.0,0.847778,0.039157,0.113064,0.000000,0,0.467256,0.244301,0.244474,0.116654,1,2.0,1.0
92.0,0.836939,0.038659,0.124402,0.000000,0,0.486084,0.292658,0.274882,0.148300,1,2.0,1.0
93.0,0.861426,0.035558,0.103016,0.000000,0,0.438079,0.321742,0.264849,0.171610,1,2.0,1.0
94.0,0.848028,0.038337,0.113635,0.000000,0,0.465997,0.350593,0.256417,0.188571,1,2.0,1.0
95.0,0.834111,0.041944,0.123945,0.000000,0,0.494359,0.379346,0.276958,0.206249,1,2.0,1.0
96.0,0.834095,0.041948,0.123957,0.000000,0,0.494389,0.402355,0.287149,0.222429,1,2.0,1.0
97.0,0.844843,0.042497,0.112660,0.000000,0,0.475730,0.417030,0.279573,0.233857,1,2.0,1.0
98.0,0.836929,0.038656,0.124415,0.000000,0,0.486100,0.430844,0.277267,0.242539,1,2.0,1.0
99.0,0.857987,0.038897,0.103116,0.000000,0,0.447815,0.434238,0.267593,0.247550,1,2.0,1.0
100.0,0.857987,0.038897,0.103116,0.000000,0,0.447815,0.436954,0.251712,0.248382,0,2.0,1.0
101.0,0.735277,0.056213,0.208510,0.000000,0,0.650651,0.479693,0.345454,0.267797,0,2.0,1.0
102.0,0.976902,0.021904,0.001194,0.000000,0,0.104276,0.404610,0.280226,0.270283,0,2.0,1.0
103.0,0.998396,0.001603,0.000001,0.000000,0,0.010863,0.325860,0.024629,0.221152,0,2.0,1.0
104.0,0.996940,0.003058,0.000001,0.000000,0,0.018916,0.264471,0.004654,0.177852,1,2.0,1.0
105.0,0.970567,0.029427,0.000006,0.000000,0,0.120903,0.235758,0.032313,0.148744,1,2.0,1.0
106.0,0.994128,0.005870,0.000002,0.000000,0,0.032803,0.195167,0.034959,0.125987,1,2.0,1.0
107.0,0.997533,0.002466,0.000001,0.000000,0,0.015740,0.159281,0.008310,0.102452,1,2.0,1.0
108.0,0.997222,0.002775,0.000003,0.000000,0,0.017433,0.130912,0.005232,0.083008,1,2.0,1.0
109.0,0.999055,0.000944,0.000001,0.000000,0,0.006860,0.106101,0.003718,0.067150,1,2.0,1.0
110.0,0.997210,0.002787,0.000003,0.000000,0,0.017497,0.088381,0.003730,0.054466,1,2.0,1.0
111.0,0.994082,0.005913,0.000005,0.000000,0,0.033041,0.077313,0.008675,0.045308,1,2.0,1.0
112.0,0.994680,0.005315,0.000005,0.000000,0,0.030223,0.067895,0.011175,0.038481,1,2.0,1.0
113.0,0.995746,0.004251,0.000002,0.000000,0,0.025023,0.059320,0.009528,0.032691,1,2.0,1.0
114.0,0.990939,0.009057,0.000004,0.000000,0,0.047037,0.056864,0.013238,0.028800,1,2.0,1.0
115.0,0.996185,0.003813,0.000003,0.000000,0,0.022823,0.050056,0.012807,0.025602,0,2.0,1.0
116.0,0.555290,0.412546,0.032164,0.000000,0,0.730444,0.186133,0.445255,0.109532,0,2.0,1.0
117.0,0.000915,0.998924,0.000161,0.000000,1,0.008088,0.150524,0.587385,0.205103,0,2.0,1.0
118.0,0.001138,0.998831,0.000031,0.000000,1,0.008380,0.122095,0.002243,0.164531,1,2.0,1.0
119.0,0.009010,0.990962,0.000028,0.000000,1,0.047083,0.107093,0.010187,0.133662,1,2.0,1.0
120.0,0.012463,0.987506,0.000031,0.000000,1,0.061342,0.097943,0.021308,0.111191,1,2.0,1.0
121.0,0.019167,0.980819,0.000014,0.000000,1,0.086431,0.095640,0.031197,0.095192,1,2.0,1.0
122.0,0.026409,0.973580,0.000012,0.000000,1,0.111205,0.098753,0.044589,0.085072,1,2.0,1.0
123.0,0.009010,0.990974,0.000016,0.000000,1,0.046964,0.088395,0.034970,0.075051,1,2.0,1.0
124.0,0.001269,0.998706,0.000025,0.000000,1,0.009124,0.072541,0.010297,0.062101,1,2.0,1.0
125.0,0.002191,0.997789,0.000020,0.000000,1,0.014417,0.060916,0.003499,0.050380,1,2.0,1.0
126.0,0.009010,0.990983,0.000008,0.000000,1,0.046875,0.058108,0.011188,0.042542,1,2.0,1.0
127.0,0.003038,0.996953,0.000008,0.000000,1,0.018888,0.050264,0.012009,0.036435,1,2.0,1.0
128.0,0.002191,0.997798,0.000012,0.000000,1,0.014333,0.043078,0.005235,0.030195,1,2.0,1.0
129.0,0.003038,0.996951,0.000011,0.000000,1,0.018910,0.038244,0.005237,0.025204,0,2.0,1.0
130.0,0.012462,0.987499,0.000039,0.000000,1,0.061413,0.042878,0.015474,0.023258,0,2.0,1.0
131.0,0.344966,0.652765,0.002269,0.000000,1,0.600207,0.154344,0.351096,0.088825,0,2.0,1.0
132.0,0.977624,0.022320,0.000055,0.000000,0,0.097879,0.143051,0.648183,0.200697,0,2.0,1.0
133.0,0.975783,0.024134,0.000083,0.000000,0,0.104297,0.135300,0.045512,0.169660,1,2.0,1.0
134.0,0.971182,0.028726,0.000093,0.000000,0,0.119454,0.132131,0.051644,0.146057,1,2.0,1.0
135.0,0.980253,0.019680,0.000067,0.000000,0,0.088750,0.123455,0.047431,0.126332,1,2.0,1.0
136.0,0.980223,0.019693,0.000083,0.000000,0,0.088936,0.116551,0.038746,0.108814,1,2.0,1.0
137.0,0.986860,0.013073,0.000067,0.000000,0,0.064076,0.106056,0.032399,0.093531,1,2.0,1.0
138.0,0.986925,0.013020,0.000055,0.000000,0,0.063762,0.097597,0.025872,0.080000,1,2.0,1.0
139.0,0.976619,0.023305,0.000076,0.000000,0,0.101432,0.098364,0.035847,0.071169,1,2.0,1.0
140.0,0.973655,0.026269,0.000076,0.000000,0,0.111340,0.100959,0.048498,0.066635,1,2.0,1.0
141.0,0.956620,0.043294,0.000086,0.000000,0,0.163082,0.113384,0.067445,0.066797,1,2.0,1.0
142.0,0.964740,0.035184,0.000076,0.000000,0,0.139373,0.118582,0.075587,0.068555,1,2.0,1.0
143.0,0.969201,0.030716,0.000083,0.000000,0,0.125687,0.120003,0.063892,0.067622,1,2.0,1.0
144.0,0.977575,0.022369,0.000057,0.000000,0,0.098058,0.115614,0.051847,0.064467,0,2.0,1.0
145.0,0.657977,0.339950,0.002074,0.000000,0,0.596228,0.211737,0.349174,0.121409,0,2.0,1.0
146.0,0.456726,0.524749,0.018525,0.000000,1,0.701056,0.309600,0.521058,0.201339,0,2.0,1.0
147.0,0.595039,0.371574,0.033387,0.000000,0,0.719329,0.391546,0.532628,0.267597,1,2.0,1.0
148.0,0.454887,0.478080,0.067033,0.000000,1,0.812199,0.475677,0.549444,0.323966,1,2.0,1.0
149.0,0.354271,0.550197,0.095532,0.000000,1,0.838051,0.548151,0.569405,0.373054,1,2.0,1.0
150.0,0.479745,0.477613,0.042642,0.000000,0,0.764455,0.591412,0.563185,0.411080,1,2.0,1.0
151.0,0.585742,0.388605,0.025654,0.000000,0,0.705050,0.614140,0.532297,0.435323,1,2.0,1.0
152.0,0.500123,0.450278,0.049599,0.000000,0,0.778066,0.646925,0.530805,0.454420,1,2.0,1.0
153.0,0.378418,0.529619,0.091963,0.000000,1,0.840890,0.685718,0.567707,0.477077,1,2.0,1.0
154.0,0.411211,0.526265,0.062524,0.000000,1,0.797904,0.708155,0.559920,0.493646,1,2.0,1.0
155.0,0.496845,0.457160,0.045995,0.000000,0,0.770964,0.720717,0.552229,0.505362,1,2.0,1.0
156.0,0.502073,0.446058,0.051870,0.000000,0,0.782371,0.733048,0.544242,0.513138,1,2.0,1.0
157.0,0.571764,0.389548,0.038688,0.000000,0,0.739759,0.734390,0.537165,0.517944,1,2.0,1.0
158.0,0.518527,0.427632,0.053841,0.000000,0,0.783831,0.744278,0.534858,0.521327,0,2.0,1.0
159.0,0.266628,0.668873,0.064499,0.000000,1,0.726598,0.740742,0.572242,0.531510,0,2.0,1.0
160.0,0.000140,0.999834,0.000026,0.000000,1,0.001535,0.592901,0.331199,0.491448,0,2.0,1.0
161.0,0.000016,0.999983,0.000001,0.000000,1,0.000188,0.474358,0.000183,0.393195,0,2.0,1.0
162.0,0.000685,0.999182,0.000133,0.000000,1,0.006371,0.380761,0.000835,0.314723,1,2.0,1.0
163.0,0.000035,0.999951,0.000014,0.000000,1,0.000512,0.304711,0.000867,0.251952,1,2.0,1.0
164.0,0.000056,0.999931,0.000014,0.000000,1,0.000701,0.243909,0.000118,0.201585,1,2.0,1.0
165.0,0.002861,0.996701,0.000438,0.000000,1,0.021334,0.199394,0.003368,0.161942,1,2.0,1.0
166.0,0.000026,0.999972,0.000002,0.000000,1,0.000302,0.159576,0.003327,0.130219,1,2.0,1.0
167.0,0.000023,0.999974,0.000003,0.000000,1,0.000281,0.127717,0.000054,0.104186,1,2.0,1.0
168.0,0.000743,0.999066,0.000192,0.000000,1,0.007214,0.103616,0.000960,0.083541,1,2.0,1.0
169.0,0.000063,0.999931,0.000007,0.000000,1,0.000687,0.083030,0.001003,0.067033,1,2.0,1.0
170.0,0.000104,0.999831,0.000064,0.000000,1,0.001589,0.066742,0.000238,0.053674,1,2.0,1.0
171.0,0.000325,0.999538,0.000137,0.000000,1,0.003908,0.054175,0.000631,0.043066,1,2.0,1.0
172.0,0.000105,0.999885,0.000010,0.000000,1,0.001083,0.043557,0.000577,0.034568,1,2.0,1.0
173.0,0.000358,0.999563,0.000079,0.000000,1,0.003662,0.035578,0.000552,0.027765,0,2.0,1.0
174.0,0.065374,0.932300,0.002326,0.000000,1,0.234638,0.075390,0.068084,0.035828,0,2.0,1.0
175.0,0.989874,0.010118,0.000008,0.000000,0,0.051556,0.070623,0.925855,0.213834,0,2.0,1.0
176.0,0.989927,0.010071,0.000002,0.000000,0,0.051302,0.066759,0.019995,0.175066,1,2.0,1.0
177.0,0.988786,0.011211,0.000003,0.000000,0,0.056008,0.064609,0.021061,0.144265,1,2.0,1.0
178.0,0.991876,0.008121,0.000003,0.000000,0,0.042977,0.060283,0.019155,0.119243,1,2.0,1.0
179.0,0.998836,0.001162,0.000001,0.000000,0,0.008223,0.049871,0.009268,0.097248,1,2.0,1.0
180.0,0.998180,0.001817,0.000003,0.000000,0,0.012127,0.042322,0.002979,0.078394,1,2.0,1.0
181.0,0.995740,0.004257,0.000003,0.000000,0,0.025055,0.038868,0.006064,0.063928,1,2.0,1.0
182.0,0.993443,0.006555,0.000003,0.000000,0,0.035976,0.038290,0.010761,0.053295,1,2.0,1.0
183.0,0.997227,0.002770,0.000003,0.000000,0,0.017401,0.034112,0.009294,0.044495,1,2.0,1.0
184.0,0.997984,0.002012,0.000003,0.000000,0,0.013243,0.029938,0.004777,0.036551,1,2.0,1.0
185.0,0.997766,0.002232,0.000003,0.000000,0,0.014462,0.026843,0.004241,0.030089,1,2.0,1.0
186.0,0.992663,0.007332,0.000005,0.000000,0,0.039516,0.029378,0.009539,0.025979,1,2.0,1.0
187.0,0.989917,0.010080,0.000003,0.000000,0,0.051348,0.033772,0.017273,0.024238,0,2.0,1.0
188.0,0.994107,0.005889,0.000004,0.000000,0,0.032913,0.033600,0.015857,0.022562,0,2.0,1.0
189.0,0.944719,0.054222,0.001059,0.000000,0,0.199358,0.066752,0.060529,0.030155,0,2.0,1.0
190.0,0.445477,0.469827,0.084697,0.000000,1,0.841251,0.221652,0.553585,0.134841,0,2.0,1.0
191.0,0.518472,0.431935,0.049593,0.000000,0,0.775653,0.332452,0.561898,0.220252,1,2.0,1.0
192.0,0.480020,0.463133,0.056846,0.000000,0,0.793540,0.424670,0.548260,0.285854,1,2.0,1.0
193.0,0.425152,0.499801,0.075046,0.000000,1,0.823415,0.504419,0.560177,0.340719,1,2.0,1.0
194.0,0.351375,0.546186,0.102440,0.000000,1,0.847653,0.573066,0.569940,0.386563,1,2.0,1.0
195.0,0.431524,0.497982,0.070493,0.000000,1,0.816321,0.621717,0.569161,0.423083,1,2.0,1.0
196.0,0.410632,0.508815,0.080553,0.000000,1,0.830300,0.663433,0.563743,0.451215,1,2.0,1.0
197.0,0.298338,0.578602,0.123060,0.000000,1,0.851297,0.701006,0.573179,0.475607,1,2.0,1.0
198.0,0.314950,0.603644,0.081406,0.000000,1,0.794428,0.719690,0.546751,0.489836,1,2.0,1.0
199.0,0.418594,0.515312,0.066094,0.000000,1,0.806229,0.736998,0.551719,0.502213,1,2.0,1.0
200.0,0.551433,0.397463,0.051105,0.000000,0,0.770911,0.743781,0.560979,0.513966,1,2.0,1.0
201.0,0.475794,0.448897,0.075310,0.000000,0,0.826239,0.760273,0.555363,0.522245,1,2.0,1.0
202.0,0.524546,0.421213,0.054241,0.000000,0,0.783455,0.764909,0.557258,0.529248,0,2.0,1.0
203.0,0.006676,0.990918,0.002406,0.000000,1,0.051876,0.622302,0.578980,0.539194,0,2.0,1.0
204.0,0.000014,0.999985,0.000001,0.000000,1,0.000167,0.497875,0.009097,0.433175,0,2.0,1.0
205.0,0.000037,0.999944,0.000018,0.000000,1,0.000579,0.398416,0.000070,0.346554,1,2.0,1.0
206.0,0.000275,0.999619,0.000106,0.000000,1,0.003281,0.319389,0.000437,0.277331,1,2.0,1.0
207.0,0.000094,0.999898,0.000009,0.000000,1,0.000976,0.255706,0.000483,0.221961,1,2.0,1.0
208.0,0.000429,0.999373,0.000198,0.000000,1,0.005135,0.205592,0.000729,0.177715,1,2.0,1.0
209.0,0.000174,0.999744,0.000082,0.000000,1,0.002309,0.164935,0.000883,0.142348,1,2.0,1.0
210.0,0.000029,0.999971,0.000001,0.000000,1,0.000307,0.132010,0.000286,0.113936,1,2.0,1.0
211.0,0.000080,0.999880,0.000040,0.000000,1,0.001165,0.105841,0.000149,0.091179,1,2.0,1.0
212.0,0.000086,0.999882,0.000032,0.000000,1,0.001143,0.084901,0.000238,0.072990,1,2.0,1.0
213.0,0.000037,0.999955,0.000007,0.000000,1,0.000464,0.068014,0.000163,0.058425,1,2.0,1.0
214.0,0.000723,0.999153,0.000124,0.000000,1,0.006544,0.055720,0.000891,0.046918,1,2.0,1.0
215.0,0.000044,0.999941,0.000015,0.000000,1,0.000607,0.044697,0.000906,0.037716,1,2.0,1.0
216.0,0.000067,0.999915,0.000017,0.000000,1,0.000838,0.035926,0.000144,0.030201,0,2.0,1.0
217.0,0.012252,0.987358,0.000389,0.000000,1,0.063311,0.041403,0.012724,0.026706,0,2.0,1.0
218.0,0.535799,0.463854,0.000348,0.000000,0,0.631190,0.159360,0.535445,0.128454,0,2.0,1.0
219.0,0.977624,0.022320,0.000055,0.000000,0,0.097879,0.147064,0.465837,0.195930,0,2.0,1.0
220.0,0.975783,0.024134,0.000083,0.000000,0,0.104297,0.138511,0.045512,0.165847,1,2.0,1.0
221.0,0.971182,0.028726,0.000093,0.000000,0,0.119454,0.134699,0.051644,0.143006,1,2.0,1.0
222.0,0.980253,0.019680,0.000067,0.000000,0,0.088750,0.125509,0.047431,0.123891,1,2.0,1.0
223.0,0.980223,0.019693,0.000083,0.000000,0,0.088936,0.118195,0.038746,0.106862,1,2.0,1.0
224.0,0.986860,0.013073,0.000067,0.000000,0,0.064076,0.107371,0.032399,0.091969,1,2.0,1.0
225.0,0.986925,0.013020,0.000055,0.000000,0,0.063762,0.098649,0.025872,0.078750,1,2.0,1.0
226.0,0.976619,0.023305,0.000076,0.000000,0,0.101432,0.099206,0.035847,0.070169,1,2.0,1.0
227.0,0.973655,0.026269,0.000076,0.000000,0,0.111340,0.101633,0.048498,0.065835,1,2.0,1.0
228.0,0.956620,0.043294,0.000086,0.000000,0,0.163082,0.113923,0.067445,0.066157,1,2.0,1.0
229.0,0.964740,0.035184,0.000076,0.000000,0,0.139373,0.119013,0.075587,0.068043,1,2.0,1.0
230.0,0.969201,0.030716,0.000083,0.000000,0,0.125687,0.120348,0.063892,0.067213,1,2.0,1.0
231.0,0.977575,0.022369,0.000057,0.000000,0,0.098058,0.115890,0.051847,0.064140,0,2.0,1.0
232.0,0.502158,0.406506,0.091337,0.000000,0,0.846898,0.262091,0.500005,0.151313,0,2.0,1.0
233.0,0.002012,0.010310,0.987678,0.000000,2,0.065446,0.222762,0.904588,0.301968,0,2.0,1.0
234.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.181943,0.015105,0.244595,1,2.0,1.0
235.0,0.000315,0.002528,0.997158,0.000000,2,0.018654,0.149285,0.005673,0.196811,1,2.0,1.0
236.0,0.000344,0.002528,0.997129,0.000000,2,0.018865,0.123201,0.005699,0.158588,1,2.0,1.0
237.0,0.000344,0.002528,0.997129,0.000000,2,0.018865,0.102334,0.005728,0.128016,1,2.0,1.0
238.0,0.000323,0.002528,0.997149,0.000000,2,0.018716,0.085610,0.005708,0.103555,1,2.0,1.0
239.0,0.000323,0.002530,0.997147,0.000000,2,0.018730,0.072234,0.005690,0.083982,1,2.0,1.0
240.0,0.000290,0.002267,0.997443,0.000000,2,0.017038,0.061195,0.005397,0.068265,1,2.0,1.0
241.0,0.000282,0.002264,0.997453,0.000000,2,0.016967,0.052350,0.005092,0.055630,1,2.0,1.0
242.0,0.000383,0.002819,0.996798,0.000000,2,0.020717,0.046023,0.005734,0.045651,1,2.0,1.0
243.0,0.000335,0.002528,0.997137,0.000000,2,0.018801,0.040579,0.006048,0.037730,1,2.0,1.0
244.0,0.000315,0.002525,0.997160,0.000000,2,0.018638,0.036191,0.005687,0.031322,1,2.0,1.0
245.0,0.000315,0.002531,0.997155,0.000000,2,0.018668,0.032686,0.005670,0.026191,0,2.0,1.0
246.0,0.000706,0.003687,0.995607,0.000000,2,0.027457,0.031640,0.007216,0.022396,0,2.0,1.0
247.0,0.257798,0.152775,0.589427,0.000000,2,0.862972,0.197907,0.412417,0.100401,0,2.0,1.0
